Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
35320,3677,2008-08-29T21:19:24Z,NA,1,How do you get the last record generated in a recursive CTE?,"<p>In the code below I am using a recursive CTE(Common Table Expression) in SQL Server 2005 to try and find the top level parent of a basic hierarchical structure. The rule of this hierarchy is that every CustID has a ParentID and if the CustID has no parent then the ParentID = CustID and it is the highest level.</p>

<pre><code>DECLARE @LookupID int

--Our test value
SET @LookupID = 1

WITH cteLevelOne (ParentID, CustID) AS
(
    	SELECT   a.ParentID, a.CustID
    	FROM     tblCustomer AS a
    	WHERE    a.CustID = @LookupID
    UNION ALL
    	SELECT   a.ParentID, a.CustID
    	FROM     tblCustomer AS a
    	INNER JOIN cteLevelOne AS c ON a.CustID = c.ParentID
    	WHERE c.CustID &lt;&gt; a.CustomerID
)
</code></pre>

<p>So if tblCustomer looks like this:  </p>

<pre><code>ParentID    CustID
5            5
1            8
5            4
4            1
</code></pre>

<p>The result I get from the code above is:  </p>

<pre><code>ParentID    CustID
4            1
5            4
5            5
</code></pre>

<p>What I want is just the last row of that result:  </p>

<pre><code>ParentID    CustID
5            5
</code></pre>

<p>How do I just return the last record generated in the CTE (which would be highest level CustID)?</p>

<p>Also note that there are multiple unrelated CustID hierarchies in this table so I can't just do a SELECT * FROM tblCustomer WHERE ParentID = CustID. I can't order by ParentID or CustID because the ID number is not related to where it is in the hierarchy.</p>
"
35380,2727,2008-08-29T21:52:57Z,NA,1,Print Odd-Even numbers using signals,"<p>I need to to print natural nos. 1,2,...n such that the parent process prints all odd numbers and the child process prints all even numbers, and all of this needs to be done using POSIX signals. How would I go about accomplishing this?</p>

<p>The output should be:</p>

<p>Parent : 1<br>
Child  : 2<br>
Parent : 3<br>
...</p>
"
35420,547,2008-08-29T22:30:03Z,NA,1,mysql software: any suggestions to oversee my mysql replication server?,"<p>I've had a tough time setting up my replication server. Is there any program (OS X, Win, Linux or php no problem) that lets me monitor and resolve replication issues? (btw, for those -uhm- following, ive been on this issue <a href=""http://stackoverflow.com/questions/8166/mysql-replication-if-i-dont-specify-any-databases-will-logbin-log-everything"" rel=""nofollow"">here</a>, <a href=""http://stackoverflow.com/questions/3798/full-complete-mysql-db-replication-ideas-what-do-people-do"" rel=""nofollow"">here</a>, <a href=""http://stackoverflow.com/questions/8365/mysql-administrator-backups-compatibility-mode-what-exactly-is-this-doing"" rel=""nofollow"">here</a> and <a href=""http://stackoverflow.com/questions/30660/mysql-binary-log-replication-can-it-be-set-to-ignore-errors"" rel=""nofollow"">here</a>. Either i'm going about this the wrong way or i must be immensely thick)</p>

<p>My production database is several megs in size and growing. Every time the database replication stops and the databases inevitably begin to slide out of sync i cringe. My last resync from dump took almost 4 hours roundtrip!</p>

<p>As always, even after sync, I run into this kind of show-stopping error"":</p>

<pre><code>Error 'Duplicate entry '252440' for key 1' on query.
</code></pre>

<p>I would love it if there was some way to closely monitor whats going on and perhaps let the software deal with it. I'm even all ears for service companies which may help me monitor my data better. Or an alternate way to mirror altogether.</p>

<p><strong>Edit</strong>: going through my previous questions i found <a href=""http://stackoverflow.com/questions/30660/mysql-binary-log-replication-can-it-be-set-to-ignore-errors#30889"" rel=""nofollow"">this</a> which helps tremendously. I'm still all ears on the monitoring solution.</p>

<p>cheers,</p>

<p>/mp</p>
"
35470,3446,2008-08-29T23:44:29Z,2014-11-26T10:27:23Z,163,Are there static analysis tools for Python?,"<p>I am starting to use Python (specifically because of Django) and I would like to remove the burden for exhaustive testing by performing some static analysis.  What tools/parameters/etc. exist to detect issues at compile time that would otherwise show up during runtime? (type errors are probably the most obvious case of this, but undefined variables are another big one that could be avoided with an in-depth analysis of the AST.)</p>

<p>Obviously testing is important, and I don't imply that tests can be obviated entirely; however, there are many runtime errors in python that are not possible in other languages that perform stricter run-time checking -- I'm hoping that there are tools to bring at least some of these capabilities to python as well.</p>
"
35480,3421,2008-08-29T23:56:27Z,NA,2,How can I clear Class::DBI's internal cache?,"<p>I'm currently working on a large implementation of Class::DBI for an existing database structure, and am running into a problem with clearing the cache from Class::DBI.  This is a mod_perl implementation, so an instance of a class can be quite old between times that it is accessed.
From the man pages I found two options:</p>

<pre><code>Music::DBI-&gt;clear_object_index();
</code></pre>

<p>And:</p>

<pre><code>Music::Artist-&gt;purge_object_index_every(2000);
</code></pre>

<p>Now, when I add clear_object_index() to the DESTROY method, it seems to run, but doesn't actually empty the cache.  I am able to manually change the database, re-run the request, and it is still the old version.
purge_object_index_every says that it clears the index every n requests.  Setting this to ""1"" or ""0"", seems to clear the index... sometimes.  I'd expect one of those two to work, but for some reason it doesn't do it every time.  More like 1 in 5 times.</p>

<p>Any suggestions for clearing this out?</p>
"
35490,3279,2008-08-30T00:07:41Z,NA,37,Spread vs MPI vs zeromq?,"<p>In one of the answers to <a href=""http://stackoverflow.com/questions/31572/broadcast-like-udp-with-the-reliability-of-tcp#31629"">Broadcast like UDP with the Reliability of TCP</a>, a user mentions the <a href=""http://spread.org"">Spread</a> messaging API.  I've also run across one called <a href=""http://zeromq.org"">ØMQ</a>.  I also have some familiarity with <a href=""http://www-unix.mcs.anl.gov/mpi/"">MPI</a>.  </p>

<p>So, my main question is: why would I choose one over the other?  More specifically, why would I choose to use Spread or ØMQ when there are mature implementations of MPI to be had?</p>
"
35530,1175,2008-08-30T00:55:26Z,NA,21,What Are High-Pass and Low-Pass Filters?,"<p>Graphics and audio editing and processing software often contain functions called ""High-Pass Filter"" and ""Low-Pass Filter"".  Exactly what do these do, and what are the algorithms for implementing them?</p>
"
35560,2701,2008-08-30T01:46:19Z,NA,6,Lazy Loading with a WCF Service Domain Model?,"<p>I'm looking to push my domain model into a WCF Service API and wanted to get some thoughts on lazy loading techniques with this type of setup.</p>

<p>Any suggestions when taking this approach?</p>

<hr>

<p>when I implemented this technique and step into my app, just before the server returns my list it hits the get of each property that is supposed to be lazy loaded ... Thus eager loading. Could you explain this issue or suggest a resolution?</p>

<p>Edit:  It <a href=""http://benders-blog.blogspot.com/2007/01/lazy-loading-in-soa-world.html"" rel=""nofollow"">appears</a> you can use the XMLIgnore attribute so it doesn’t get looked at during serialization .. still reading up on this though</p>
"
35670,115,2008-08-30T04:01:55Z,NA,14,How do I begin using SVN?,"<p>I am ready to start using SVN, but I have NO (as in the money required for free beer) experience with source control.  I have installed subversion on my server (that was easy, 'apt-get install subversion') but now I don't know what to do, how to configure it, or how to use it.<br /><br />What suggestions do you have, and where can I find good resources to learn to start using it?<br /><br />
Update:<br />
O.K. So the feedback has been great and I have read through a bit of it but I want to clarify my question by saying that I am looking for more information on how to actually go about setting my up my repositories, clients, server, etc.  I know that I could do a quick Google search and find dozens (or more) resources but I'm hoping that someone whom has experience with subversion and a client(I have installed tortoise) could suggest a good reference that will be reliable, and have quality content.</p>
"
35700,356,2008-08-30T05:30:24Z,NA,11,Writing cross-platform apps in C,"<p>What things should be kept most in mind when writing cross-platform applications in C? Targeted platforms: 32-bit Intel based PC, Mac, and Linux. I'm especially looking for the type of versatility that Jungle Disk has in their USB desktop edition ( <a href=""http://www.jungledisk.com/desktop/download.aspx"">http://www.jungledisk.com/desktop/download.aspx</a> )</p>

<p>What are tips and ""gotchas"" for this type of development?</p>
"
35720,3479,2008-08-30T05:57:13Z,2015-03-27T05:12:34Z,0,Getting started with SideShow Devices,"<p>Is there a recommendation for a hardware platform for developing/testing SideShow devices, or is the Emulator adequate?</p>
"
35870,3725,2008-08-30T10:34:05Z,NA,10,"Comparison of Lat, Long Coordinates","<p>I have a list of more than 15 thousand latitude and longitude coordinates.  Given any X,Y coordinates, what is the fastest way to find the closest coordinates on the list?</p>
"
35940,3394,2008-08-30T12:53:58Z,2012-11-28T13:56:50Z,33,Elegant Snippets of F#,"<p>I'm currently learning F# quite intensively. I really love it as a language, it just sort of 'feels' right and seems to allow you to produce some succint elegant code.</p>

<p>I'm interested in finding some really nice 'wow factor' snippets of F# code which demonstate the elegence of the language, especially compared to C#. For example I really like:-</p>

<pre>
#light
let ListProduct l = List.fold_left (*) 1 l
</pre>

<p>Which inputs a list of ints and multiplies each element in the list, i.e. obtains the product of the list (e.g. a list of 1,2,3 would be calculated as 1*2*3=6). The closest C# equivilent, using LINQ and functional concepts is as follows:-</p>

<pre><code>using System;
using System.Collections.Generic;
using System.Linq;

...

public static class ListHelper {
  public static int ListProduct(List&lt;int&gt; l) {
    return l.Aggregate(1, (i, j) =&gt; i * j);
  }
}    
</code></pre>

<p>Before LINQ that would have been:-</p>

<pre><code>using System;
using System.Collections.Generic;

...

public static class ListHelper {
  public static int ListProduct(List&lt;int&gt; l) {
    int ret = 1;
    foreach (int i in l) ret *= i;
    return ret;
  }
}
</code></pre>

<p>I'm certainly not trying to criticise C# here, I think it's a wonderful language, it's just nice to see how F# compares and to see how it can do some things more elegantly - does anyone have anything really nice?</p>
"
